Period,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
2024-12-20,N21,Female,Millennials,Business owner,Middle Income,More,Same,More,Less,Same,Less,Same,Same,Same,More,Same,Less,More
2024-12-20,N21,Female,Millennials,Business owner,High Income,More,Less,More,Same,Less,Same,Same,Less,Less,Less,Same,More,More
2024-12-20,N21,Female,Baby Boomers,Business owner,High Income,More,Same,More,Same,Same,Same,More,Same,Same,Less,Same,Same,Same
2024-12-20,N21,Female,Gen X,Self employed/Contractor,High Income,More,Same,Same,Less,Same,Same,Same,Less,More,Same,Same,Same,More
2024-12-20,N21,Male,Gen X,Self employed/Contractor,High Income,More,Same,Same,More,Same,Same,Same,Less,Same,Less,Less,More,More
2024-12-20,N21,Female,Gen Z,Self employed/Contractor,Middle Income,Same,Less,Same,More,Same,Same,Less,Less,Less,Same,Less,More,More
2024-12-20,N21,Female,Gen X,Self employed/Contractor,High Income,Same,Less,Same,Same,Less,Same,Same,Same,Less,Less,Less,More,Same
2024-12-20,N21,Male,Gen X,Self employed/Contractor,High Income,More,Same,More,Same,Same,Same,Same,Same,Less,Same,Same,More,More
2024-12-20,N22,Male,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N22,Female,Millennials,Salaried employee,Middle Income,Less,Same,Less,Less,Same,Same,Same,Same,Same,Less,Same,Same,More
2024-12-20,N22,Female,Millennials,Salaried employee,Middle Income,Same,Less,Same,Same,Same,Less,Same,Same,Same,Less,Less,Same,Same
2024-12-20,N22,Female,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,Same,Less,Same,Same,Less,Same,Same,Same,More
2024-12-20,N22,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,More,Same,Same,More,Less,Less,Less,Less,More,More
2024-12-20,N22,Female,Gen Z,Salaried employee,Low Income,Same,Less,Less,Same,Same,Less,Same,Same,Less,Don't know/Don't buy,Same,Same,More
2024-12-20,N22,Male,Millennials,Business owner,Middle Income,Same,Less,Less,Same,More,Less,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N22,Male,Millennials,Unemployed,Low Income,Less,Less,Less,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Same,Less
2024-12-20,N22,Female,Millennials,Self employed/Contractor,Low Income,Same,Less,Same,Same,Less,Less,Same,Same,Less,Less,Less,Same,Same
2024-12-20,N22,Female,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,More,More,More,More,More,Less,More,More,More,More
2024-12-20,N25,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Same,Same,Same
2024-12-20,N25,Male,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Less,Same,Less,Same
2024-12-20,N25,Female,Millennials,Salaried employee,Middle Income,Same,More,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Less,Same,Don't know/Don't buy,Same
2024-12-20,N25,Female,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Less,Same,Less,Same
2024-12-20,N25,Male,Gen Z,Salaried employee,Middle Income,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Same,Less,Same
2024-12-20,N25,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Same
2024-12-20,N25,Male,Millennials,Salaried employee,Middle Income,Same,More,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same
2024-12-20,N25,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Same,Less,Same
2024-12-20,N25,Male,Gen Z,Self employed/Contractor,Middle Income,Less,Less,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Same,Less,More
2024-12-20,N25,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,Less,Same,Less,Less,Same,Less,Less,Less,Same,Less,Same
2024-12-20,N25,Female,Millennials,Business owner,Middle Income,Same,More,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Same
2024-12-20,N25,Male,Gen X,Self employed/Contractor,High Income,Same,Same,Less,More,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Less,Less,Same,Less,Same
2024-12-20,N25,Female,Gen Z,Self employed/Contractor,Middle Income,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Less,Same,Less,Same
2024-12-20,N25,Male,Gen X,Self employed/Contractor,High Income,Same,Same,Less,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Less,Same,Less,Same
2024-12-20,N25,Male,Gen X,Self employed/Contractor,High Income,Same,More,Same,Same,Less,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Less,Same,Less,Same
2024-12-20,N27,Female,Gen Z,Salaried employee,Low Income,Same,Same,Don't know/Don't buy,Less,Same,More,Same,Same,More,Don't know/Don't buy,More,More,Same
2024-12-20,N27,Male,Millennials,Salaried employee,Middle Income,Less,More,Less,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,More,More,Don't know/Don't buy,Less,Same
2024-12-20,N27,Female,Millennials,Salaried employee,Low Income,Less,Same,Less,Less,Don't know/Don't buy,Same,Same,Same,Less,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy
2024-12-20,N27,Male,Baby Boomers,Salaried employee,Middle Income,Same,Less,More,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,Less,Less,Same,More
2024-12-20,N27,Male,Gen Z,Salaried employee,Low Income,Same,Less,Same,Same,More,Same,Less,Same,More,Don't know/Don't buy,Don't know/Don't buy,Same,Same
2024-12-20,N27,Male,Millennials,Salaried employee,Low Income,Less,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Same,Same
2024-12-20,N27,Female,Gen X,Salaried employee,Low Income,Same,Less,Don't know/Don't buy,More,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Less,Same
2024-12-20,N27,Male,Gen Z,Salaried employee,Low Income,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same
2024-12-20,N27,Female,Millennials,Salaried employee,Low Income,Same,Don't know/Don't buy,Don't know/Don't buy,More,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Same,Don't know/Don't buy,Less,More
2024-12-20,N27,Female,Gen Z,Salaried employee,Low Income,Same,More,Less,Same,Don't know/Don't buy,Same,Same,More,Same,Don't know/Don't buy,Same,Same,Same
2024-12-20,N27,Male,Baby Boomers,Self employed/Contractor,Low Income,Same,Same,Don't know/Don't buy,More,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Less,Same,Same
2024-12-20,N27,Female,Gen X,Business owner,Middle Income,Same,More,Same,More,Don't know/Don't buy,More,Less,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same
2024-12-20,N27,Male,Millennials,Unemployed,Low Income,Same,Less,Don't know/Don't buy,Less,More,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2024-12-20,N27,Male,Gen X,Business owner,Middle Income,Same,More,Less,Same,More,Don't know/Don't buy,More,Same,Same,Same,Same,Same,More
2024-12-20,N27,Female,Millennials,Self employed/Contractor,Middle Income,More,Less,Don't know/Don't buy,Less,More,More,More,Same,More,Less,More,More,More
2024-12-20,N28,Male,Gen Z,Salaried employee,High Income,More,Less,Same,Same,Same,Same,Less,Less,Less,Less,Same,Same,More
2024-12-20,N28,Female,Gen X,Salaried employee,Middle Income,Less,Less,Same,Less,Same,Less,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N28,Male,Millennials,Salaried employee,Middle Income,Same,More,More,Less,Same,Same,Less,Same,Same,Same,Same,Same,Same
2024-12-20,N28,Female,Millennials,Salaried employee,High Income,Same,Less,Less,Same,Same,More,Same,Same,Same,Same,More,Same,Less
2024-12-20,N28,Male,Millennials,Unemployed,Middle Income,Same,Same,More,More,More,More,More,Same,More,More,More,Same,Same
2024-12-20,N28,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Same,Less,Same,Same,Less,Less,Less,Same,Same
2024-12-20,N28,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,More,Less,Less,Same,More,More,More,Same,Same
2024-12-20,N28,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Less,Less,Same,Same,More,Same,Less,Less,Less
2024-12-20,N28,Male,Gen Z,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Less,Less,Same,Same,Same,Same,More
2024-12-20,N28,Male,Gen Z,Business owner,High Income,Same,More,Same,Same,Same,Same,Same,Same,Same,Same,More,Same,Same
2024-12-20,N28,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N28,Male,Gen Z,Unemployed,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N28,Male,Baby Boomers,Unemployed,Middle Income,Same,Less,Same,More,Same,Same,Less,Same,Less,Less,Same,Same,Less
2024-12-20,N28,Female,Millennials,Business owner,Middle Income,Same,Less,Same,Same,Same,Same,Same,Less,Less,Less,Less,Same,Less
2024-12-20,N28,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,More,Same
2024-12-20,N30,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,More,More,More,More,Same,Same,Same,Same
2024-12-20,N30,Female,Millennials,Salaried employee,High Income,Same,Same,More,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Same
2024-12-20,N30,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N30,Male,Millennials,Salaried employee,High Income,Same,Same,Same,Same,Less,Same,Same,Less,Less,Less,Less,Same,Same
2024-12-20,N30,Female,Millennials,Salaried employee,Middle Income,Less,Less,Less,More,Less,Same,Same,Same,Less,Less,Same,Same,Same
2024-12-20,N30,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Same
2024-12-20,N30,Male,Millennials,Business owner,Low Income,Same,Less,More,More,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N30,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Less,Less,Less,Same,Same
2024-12-20,N30,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N30,Female,Gen Z,Self employed/Contractor,High Income,Same,Same,More,Same,Less,Don't know/Don't buy,Same,Same,Same,Less,Same,Less,Same
2024-12-20,N30,Male,Gen Z,Student,High Income,Same,Same,Same,Same,Less,Less,Same,Less,Same,Less,Same,Less,Same
2024-12-20,N30,Female,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N30,Female,Millennials,Business owner,Low Income,Same,More,Same,More,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N30,Female,Gen X,Business owner,Low Income,Same,Same,More,More,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Less,Don't know/Don't buy,Same,Same,Same
2024-12-20,N30,Female,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N31,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N31,Female,Millennials,Salaried employee,Low Income,More,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N31,Male,Gen X,Salaried employee,Middle Income,More,Same,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2024-12-20,N31,Male,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Same,More,More,More,More
2024-12-20,N31,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N31,Male,Millennials,Self employed/Contractor,Middle Income,More,More,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Same,Same
2024-12-20,N31,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,More,More,Less,Less,More,More,More
2024-12-20,N31,Female,Gen X,Self employed/Contractor,Middle Income,More,More,More,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Same,Same,Same
2024-12-20,N31,Male,Baby Boomers,Self employed/Contractor,Middle Income,More,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N34,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N34,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Less,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Male,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Same,Same
2024-12-20,N34,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Female,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N34,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Female,Gen X,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Less,Same,Same,Less,Less,Same,Same,Same
2024-12-20,N34,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N34,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N34,Male,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
2024-12-20,N34,Female,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N35,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Less,Don't know/Don't buy,More,More,Less,Same,More,Same,Same
2024-12-20,N35,Male,Gen Z,Salaried employee,Middle Income,More,Same,More,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Less
2024-12-20,N35,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Same
2024-12-20,N35,Female,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Same,More,More,Less
2024-12-20,N35,Female,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,More,Less,Same,More,Same,Same
2024-12-20,N35,Female,Gen X,Business owner,Middle Income,Same,More,Same,More,Less,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,More,Same,Same
2024-12-20,N35,Female,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2024-12-20,N35,Female,Gen Z,Student,Low Income,Same,Same,More,Less,Less,Don't know/Don't buy,More,More,Less,Less,Same,More,Same
2024-12-20,N35,Male,Gen Z,Student,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Same,Same
2024-12-20,N35,Female,Baby Boomers,Unemployed,High Income,Same,Same,More,Less,Same,Don't know/Don't buy,Same,Same,Less,Same,Same,Same,Same
2024-12-20,N35,Male,Baby Boomers,Unemployed,High Income,Same,Same,Same,More,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Same,Same
2024-12-20,N35,Female,Millennials,Stay-at-home mom or dad,High Income,More,More,More,More,Less,Don't know/Don't buy,More,More,Same,Same,More,Same,Same
2024-12-20,N35,Male,Gen X,Business owner,High Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Same,Same
2024-12-20,N35,Male,Gen X,Self employed/Contractor,High Income,More,More,More,More,Less,Don't know/Don't buy,Same,Don't know/Don't buy,More,Same,Don't know/Don't buy,More,More
2024-12-20,N35,Male,Millennials,Self employed/Contractor,High Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Same
2024-12-20,N36,Male,Millennials,Salaried employee,Middle Income,Same,More,Same,More,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,More,Same
2024-12-20,N36,Male,Gen Z,Salaried employee,Middle Income,More,Same,More,More,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Same
2024-12-20,N36,Male,Millennials,Salaried employee,Middle Income,More,Same,More,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2024-12-20,N36,Female,Millennials,Salaried employee,Middle Income,Same,More,Same,More,More,Don't know/Don't buy,More,Same,Don't know/Don't buy,Same,More,Same,Less
2024-12-20,N36,Male,Gen X,Salaried employee,Middle Income,More,Same,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Same,Less
2024-12-20,N36,Female,Gen X,Salaried employee,Middle Income,More,Same,Same,Less,Less,Don't know/Don't buy,Same,Same,Less,Same,Don't know/Don't buy,Same,Same
2024-12-20,N36,Female,Millennials,Stay-at-home mom or dad,Middle Income,More,More,More,More,Same,Don't know/Don't buy,More,More,Same,Same,More,More,Same
2024-12-20,N36,Female,Gen Z,Unemployed,Low Income,More,Same,More,More,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,More,Same,Less
